contributor,label,origin,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
birkelund,Human,human,70,4,2.0,2,1.0,35.0,35.0,48.083,0.486,34.0,17.5,5.5,27.111,0.621,16.5,23.333,33.0,19.399,0.333,17.5,2.0,2.0,1.414,0.25,1.0,678.585,389.376,860.449,0.309,823.19,33.289,33.289,44.51,0.473,31.474,30.469,0.355,91.476,0.872,17.576,26.263,1.282,74.427,0.835,11.344
thuth,Human,human,142,12,13.0,5,0.385,10.923,5.0,17.081,0.619,5.0,11.833,7.0,14.288,0.536,8.5,1.614,1.0,1.198,0.296,1.0,1.923,2.0,0.76,0.203,1.0,7.2,0.0,26.173,0.759,0.106,17.589,2.851,39.284,0.772,19.897,15.346,2.003,35.209,0.786,17.037,17.848,2.261,39.631,0.785,19.602
jcapitao-rh,Human,human,9,6,3.0,3,1.0,3.0,3.0,1.0,0.148,1.0,1.5,1.5,0.548,0.167,1.0,1.8,2.0,0.837,0.222,1.0,2.0,2.0,1.0,0.222,1.0,13.45,0.035,29.831,0.662,0.402,66.886,13.614,116.325,0.699,80.439,41.849,0.642,83.518,0.782,36.835,41.849,0.642,83.518,0.782,36.835
keks24,Human,human,58,4,5.0,1,0.2,11.6,12.0,10.431,0.441,12.0,14.5,3.0,23.685,0.629,13.5,3.412,1.0,3.519,0.491,5.0,2.0,1.0,1.414,0.32,2.0,30.745,0.0,86.321,0.684,1.614,36.48,1.39,76.928,0.814,11.235,19.41,0.494,55.158,0.875,6.242,13.381,0.073,47.3,0.899,1.206
calestyo,Human,human,7,1,3.0,3,1.0,2.333,1.0,2.309,0.381,2.0,7.0,7.0,0.0,0.0,0.0,1.75,1.0,1.5,0.321,0.75,1.0,1.0,0.0,0.0,0.0,11.942,0.0,23.884,0.0,11.942,402.707,175.623,525.824,0.538,487.663,209.315,37.838,394.675,0.738,136.005,,,0.0,0.0,
mkozono,Human,human,196,10,9.0,6,0.667,21.778,6.0,45.097,0.726,12.0,19.6,13.0,19.022,0.471,18.0,4.356,2.0,5.24,0.546,4.0,3.444,2.0,2.92,0.423,4.0,7.375,0.039,17.517,0.728,0.876,13.756,0.853,60.931,0.903,3.743,4.806,0.124,29.79,0.917,0.966,5.002,0.096,32.787,0.924,0.989
dustinmm80,Human,human,109,9,9.0,7,0.778,12.111,9.0,12.262,0.52,21.0,12.111,4.0,16.267,0.618,13.0,2.18,2.0,1.612,0.35,1.0,3.0,3.0,2.291,0.387,3.0,10.971,0.001,30.072,0.786,0.89,30.866,4.702,85.781,0.782,24.953,19.083,0.279,60.52,0.826,19.695,20.935,0.199,66.773,0.837,19.62
mnohr,Human,human,230,11,17.0,12,0.706,13.529,4.0,22.221,0.668,10.0,20.909,15.0,25.84,0.451,6.5,2.5,2.0,2.146,0.388,2.0,2.824,2.0,1.912,0.353,3.0,1.678,0.002,6.384,0.879,0.143,13.101,0.631,45.754,0.87,2.908,5.88,0.06,29.579,0.925,0.691,7.904,0.056,36.036,0.919,0.735
nao.hashizume,Human,human,252,10,8.0,5,0.625,31.5,5.5,62.313,0.752,20.5,25.2,13.0,30.077,0.583,37.25,4.345,2.0,8.036,0.602,2.75,3.625,3.0,3.249,0.427,4.0,3.198,0.004,12.832,0.889,0.239,2.203,0.135,8.91,0.897,0.291,1.239,0.127,5.481,0.88,0.383,1.17,0.094,4.407,0.88,0.335
edwardhilgendorf,Human,human,112,8,8.0,7,0.875,14.0,8.5,12.873,0.46,15.5,14.0,5.5,26.817,0.676,5.0,8.0,3.0,10.947,0.608,6.0,2.75,2.5,1.488,0.25,1.0,12.619,0.137,25.739,0.701,16.833,137.614,50.46,183.058,0.631,151.935,17.709,0.084,75.301,0.942,0.454,53.074,0.129,126.092,0.845,30.313
ash2k,Human,human,215,12,13.0,7,0.538,16.538,2.0,41.456,0.786,9.0,17.917,11.0,19.635,0.556,24.25,2.416,1.0,2.721,0.444,1.0,2.846,1.0,3.078,0.478,2.0,5.168,0.0,22.922,0.862,0.189,1.325,0.073,4.131,0.881,0.479,2.694,0.065,14.34,0.913,0.42,3.015,0.067,15.534,0.913,0.398
aharadon,Human,human,269,10,21.0,12,0.571,12.81,3.0,30.875,0.752,7.0,26.9,3.0,38.677,0.648,51.25,2.956,1.0,7.006,0.594,1.0,1.714,1.0,1.056,0.286,1.0,0.042,0.0,0.109,0.621,0.01,1.837,0.094,7.625,0.901,0.317,0.631,0.013,4.486,0.953,0.051,0.725,0.007,5.207,0.964,0.038
faleksic,Human,human,136,10,9.0,7,0.778,15.111,7.0,18.003,0.574,14.0,13.6,8.0,19.132,0.557,8.75,2.305,2.0,1.578,0.356,2.0,3.667,3.0,2.5,0.343,3.0,6.859,0.013,21.636,0.815,0.798,19.087,2.916,37.108,0.74,19.776,11.198,0.549,28.704,0.838,3.779,11.158,0.356,31.734,0.859,3.662
peterhegman,Human,human,258,12,10.0,6,0.6,25.8,2.0,58.526,0.802,1.5,21.5,12.0,23.842,0.548,24.25,4.607,2.0,5.409,0.534,5.0,3.1,1.0,3.929,0.519,1.0,5.3,0.105,12.989,0.772,2.378,8.949,0.438,53.779,0.93,1.506,3.07,0.083,25.564,0.937,0.555,1.71,0.088,6.693,0.882,0.623
furkanayhan,Human,human,201,13,8.0,5,0.625,25.125,6.0,46.465,0.717,17.75,15.462,5.0,17.159,0.535,22.0,4.277,2.0,5.922,0.554,4.0,3.875,2.5,3.482,0.448,4.75,7.182,0.023,23.64,0.856,0.759,9.755,0.403,34.482,0.894,2.239,3.931,0.129,18.168,0.909,0.979,3.988,0.131,19.805,0.912,1.086
abitrolly,Human,human,182,8,19.0,12,0.632,9.579,2.0,17.642,0.702,6.5,22.75,14.0,21.724,0.47,22.75,1.838,1.0,2.423,0.382,1.0,1.737,1.0,1.098,0.281,1.0,3.547,0.0,15.166,0.826,0.088,17.083,0.395,63.737,0.917,1.283,11.19,0.291,48.084,0.92,1.401,13.925,0.353,56.281,0.916,1.649
digitalLumberjack,Human,human,262,9,5.0,4,0.8,52.4,2.0,101.992,0.747,23.0,29.111,9.0,35.428,0.585,27.0,8.188,3.0,14.814,0.66,5.5,2.6,1.0,3.05,0.462,1.0,25.679,1.1,40.356,0.615,48.726,21.384,15.627,20.279,0.493,22.115,5.688,0.007,13.823,0.836,2.051,7.162,0.065,14.651,0.807,5.451
gugueU,Human,human,15,4,1.0,1,1.0,15.0,15.0,0.0,0.0,0.0,3.75,1.5,4.856,0.517,3.25,15.0,15.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,965.828,965.828,0.0,0.0,0.0,,,0.0,0.0,,68.988,24.982,94.866,0.638,106.819,70.642,0.191,141.03,0.666,70.813
beudbeud,Human,human,289,3,2.0,2,1.0,144.5,144.5,75.66,0.185,53.5,96.333,8.0,159.099,0.644,139.5,7.605,3.0,17.393,0.673,3.0,2.5,2.5,0.707,0.1,0.5,7.019,0.267,17.281,0.774,5.2,10.819,10.481,9.243,0.411,9.603,2.316,0.002,6.465,0.886,0.111,5.534,2.617,6.273,0.589,9.767
Akkeoss,Human,human,26,4,2.0,2,1.0,13.0,13.0,16.971,0.462,12.0,6.5,3.5,7.047,0.442,4.5,8.667,4.0,10.786,0.513,10.0,2.5,2.5,2.121,0.3,1.5,611.948,318.829,799.858,0.326,758.508,6.159,6.159,8.139,0.467,5.755,73.926,0.124,177.88,0.851,11.878,135.892,1.066,241.371,0.755,219.0
eread,Human,human,280,7,20.0,8,0.4,14.0,4.5,27.9,0.653,8.25,40.0,36.0,28.873,0.36,30.0,2.545,1.0,3.295,0.462,2.0,4.0,4.0,1.654,0.225,2.0,0.302,0.0,2.257,0.871,0.052,1.249,0.089,6.617,0.911,0.19,0.607,0.041,4.288,0.922,0.123,0.646,0.038,4.648,0.927,0.132
dserafin-gitlab,Human,human,66,7,8.0,5,0.625,8.25,6.0,8.396,0.473,7.5,9.429,9.0,8.304,0.433,10.0,2.538,2.0,2.387,0.408,2.0,2.125,2.0,1.126,0.272,2.0,4.486,0.002,18.583,0.891,0.032,40.507,0.045,83.316,0.82,1.031,17.374,0.015,55.051,0.916,0.192,25.648,0.021,65.527,0.877,1.15
cmutua,Human,human,219,10,30.0,14,0.467,7.3,4.5,10.8,0.539,5.5,21.9,6.5,29.554,0.611,23.0,2.882,2.0,2.394,0.416,3.0,2.6,3.0,1.003,0.194,1.0,11.992,0.013,43.648,0.882,0.186,15.803,0.407,31.369,0.8,17.849,9.618,0.048,24.957,0.868,2.266,9.436,0.094,23.645,0.856,2.552
balasankarc,Human,human,238,9,15.0,6,0.4,15.867,6.0,19.504,0.578,19.5,26.444,29.0,20.797,0.415,38.0,1.919,1.0,1.685,0.345,1.0,3.0,2.0,2.236,0.382,4.0,0.635,0.0,2.976,0.877,0.007,3.317,0.366,9.487,0.817,2.708,2.054,0.113,7.209,0.864,1.051,1.891,0.051,6.767,0.87,0.956
plu8,Human,human,107,12,15.0,11,0.733,7.133,3.0,9.141,0.576,7.0,8.917,4.5,12.537,0.565,6.0,1.754,1.0,1.247,0.32,1.0,2.6,2.0,1.957,0.383,3.0,4.944,0.0,22.402,0.863,0.075,20.087,7.723,26.74,0.648,23.132,14.215,1.222,25.166,0.762,19.356,16.164,0.915,28.861,0.775,18.705
WarheadsSE,Human,human,240,11,19.0,9,0.474,12.632,4.0,18.334,0.647,10.5,21.818,9.0,23.999,0.537,26.0,1.967,1.0,1.71,0.367,1.0,3.053,2.0,2.46,0.414,3.5,3.18,0.0,22.325,0.913,0.106,1.647,0.281,4.955,0.778,1.195,2.457,0.266,8.562,0.847,1.25,1.021,0.163,2.424,0.795,0.952
theoryshaw,Human,human,7,4,3.0,2,0.667,2.333,2.0,1.528,0.286,1.5,1.75,2.0,0.5,0.107,0.25,2.333,2.0,1.528,0.286,1.5,1.333,1.0,0.577,0.167,0.5,105.889,29.559,158.496,0.407,144.053,680.402,680.402,727.595,0.378,514.488,279.745,97.736,460.81,0.684,228.546,408.625,219.801,536.127,0.565,379.55
moeiscool,Human,human,223,9,7.0,1,0.143,31.857,5.0,48.923,0.668,41.0,24.778,4.0,63.48,0.788,3.0,3.912,2.0,4.315,0.503,4.0,2.286,1.0,2.215,0.411,1.5,25.241,0.841,52.576,0.697,24.897,12.806,11.174,14.142,0.551,17.685,9.711,1.382,17.61,0.743,15.149,10.646,1.403,22.385,0.741,15.196
HarryEMartland,Human,human,10,5,4.0,2,0.5,2.5,2.5,1.291,0.25,1.5,2.0,2.0,1.0,0.24,2.0,1.25,1.0,0.463,0.15,0.25,1.75,2.0,0.5,0.107,0.25,0.017,0.0,0.032,0.078,0.014,3.5,0.023,9.211,0.853,0.012,2.737,0.026,8.119,0.882,0.042,2.737,0.026,8.119,0.882,0.042
picdc,Human,human,171,8,1.0,1,1.0,171.0,171.0,0.0,0.0,0.0,21.375,16.0,25.623,0.567,24.25,171.0,171.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2164.332,2164.332,0.0,0.0,0.0,,,0.0,0.0,,12.731,0.279,44.266,0.89,3.02,13.587,0.279,49.313,0.891,3.227
lrand,Human,human,179,9,1.0,1,1.0,179.0,179.0,0.0,0.0,0.0,19.889,11.0,26.601,0.623,19.0,179.0,179.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1947.685,1947.685,0.0,0.0,0.0,,,0.0,0.0,,10.942,0.257,39.418,0.886,2.279,13.977,0.099,48.575,0.896,1.854
mebsout,Human,human,234,7,2.0,2,1.0,117.0,117.0,161.22,0.487,114.0,33.429,7.0,53.904,0.674,29.5,78.0,108.0,65.383,0.342,60.0,5.0,5.0,2.828,0.2,2.0,264.531,288.118,252.976,0.424,252.15,3.596,3.596,1.595,0.157,1.128,3.437,0.123,16.688,0.916,0.583,6.208,0.173,23.763,0.906,1.224
vect0r,Human,human,91,6,1.0,1,1.0,91.0,91.0,0.0,0.0,0.0,15.167,11.0,13.805,0.434,10.5,91.0,91.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1254.392,1254.392,0.0,0.0,0.0,,,0.0,0.0,,13.938,0.125,83.685,0.933,1.688,18.649,0.243,98.242,0.925,2.507
iguerNL,Human,human,296,8,1.0,1,1.0,296.0,296.0,0.0,0.0,0.0,37.0,16.0,51.178,0.582,17.75,296.0,296.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,942.34,942.34,0.0,0.0,0.0,,,0.0,0.0,,3.194,0.06,20.375,0.923,0.69,3.954,0.126,11.226,0.864,1.258
4dam,Human,human,170,7,2.0,2,1.0,85.0,85.0,118.794,0.494,84.0,24.286,12.0,32.897,0.605,23.5,85.0,85.0,118.794,0.494,84.0,4.0,4.0,4.243,0.375,3.0,1073.824,1073.824,1518.617,0.0,1073.824,24.842,24.842,0.0,0.0,0.0,12.855,0.443,42.428,0.864,5.683,17.987,0.623,54.902,0.856,9.656
ZaynahDargaye,Human,human,13,5,1.0,1,1.0,13.0,13.0,0.0,0.0,0.0,2.6,2.0,2.51,0.4,1.0,13.0,13.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1265.105,1265.105,0.0,0.0,0.0,,,0.0,0.0,,105.425,2.445,307.273,0.878,20.368,209.802,29.797,426.108,0.764,98.91
rafoo_,Human,human,285,9,3.0,2,0.667,95.0,6.0,155.888,0.634,135.5,31.667,17.0,41.788,0.613,30.0,16.765,2.0,35.443,0.76,7.0,5.0,5.0,4.0,0.356,4.0,111.931,0.012,210.587,0.673,89.416,16.617,0.088,35.28,0.822,8.812,7.636,0.142,34.194,0.918,1.068,10.999,0.282,42.868,0.906,2.08
hmerscher,Human,human,248,11,9.0,7,0.778,27.556,6.0,35.973,0.616,27.0,22.545,11.0,25.033,0.546,29.0,2.851,2.0,2.518,0.406,2.5,3.889,3.0,2.571,0.349,4.0,4.175,0.037,13.215,0.822,1.282,8.971,0.552,35.176,0.875,2.76,4.594,0.155,22.043,0.901,0.964,5.369,0.155,24.664,0.903,1.155
ahmadsherif,Human,human,149,11,15.0,9,0.6,9.933,5.0,10.003,0.509,12.0,13.545,7.0,15.009,0.505,10.5,2.224,2.0,1.65,0.366,2.0,3.2,3.0,2.007,0.339,3.5,7.477,0.001,22.39,0.798,1.525,25.237,2.42,53.265,0.77,22.08,14.639,0.415,39.18,0.846,9.761,10.502,0.277,25.008,0.843,2.994
tmillhouse,Human,human,244,11,11.0,7,0.636,22.182,5.0,35.431,0.676,14.0,22.182,25.0,18.032,0.426,27.5,2.773,2.0,3.069,0.463,2.0,4.091,3.0,2.844,0.356,2.5,3.568,0.002,12.746,0.83,0.675,17.552,1.813,51.649,0.817,15.893,7.576,0.268,32.565,0.896,2.635,7.115,0.115,33.666,0.914,1.486
ayeung,Human,human,138,11,14.0,7,0.5,9.857,6.0,10.384,0.513,10.25,12.545,6.0,16.009,0.534,4.0,2.156,1.0,2.399,0.403,1.0,2.571,1.5,1.91,0.377,3.0,4.972,0.0,14.386,0.763,0.777,18.725,3.44,52.741,0.762,18.617,10.933,0.966,37.403,0.827,7.061,13.209,1.433,45.351,0.823,11.509
andr3,Human,human,237,12,11.0,8,0.727,21.545,7.0,38.793,0.716,17.5,19.75,11.5,32.41,0.599,13.0,2.89,2.0,2.815,0.448,2.0,3.182,3.0,2.442,0.395,3.5,12.514,0.012,47.657,0.828,1.778,9.105,0.883,20.834,0.793,6.153,7.473,0.208,30.216,0.878,2.948,6.835,0.18,36.155,0.914,1.471
jennykim-gitlab,Human,human,227,11,8.0,4,0.5,28.375,13.0,35.869,0.551,24.25,20.636,21.0,17.546,0.454,26.5,2.802,2.0,1.913,0.35,2.0,4.25,5.0,1.909,0.221,1.5,3.847,0.042,14.655,0.893,0.632,11.734,0.951,40.456,0.855,3.485,5.533,0.076,25.957,0.92,0.906,5.758,0.059,27.333,0.925,0.871
nduff,Human,human,201,9,10.0,6,0.6,20.1,3.0,48.986,0.779,6.5,22.333,14.0,22.204,0.503,22.0,4.674,2.0,6.167,0.573,3.5,2.2,2.0,1.476,0.291,0.75,2.228,0.005,5.76,0.777,0.585,5.064,0.36,16.873,0.883,1.218,1.543,0.034,8.252,0.93,0.345,1.056,0.024,5.605,0.923,0.307
jarv,Human,human,201,11,23.0,12,0.522,8.739,6.0,9.26,0.53,12.0,18.273,13.0,19.412,0.5,17.5,1.811,1.0,1.392,0.337,1.0,2.565,3.0,1.343,0.279,2.0,3.537,0.0,27.519,0.917,0.05,5.138,0.691,12.57,0.805,2.394,4.789,0.352,22.442,0.888,1.529,4.116,0.4,11.345,0.85,1.64
sxuereb,Human,human,181,9,22.0,10,0.455,8.227,4.0,16.596,0.602,6.0,20.111,12.0,28.069,0.508,7.0,2.129,1.0,1.907,0.383,1.0,2.591,3.0,1.563,0.312,2.75,0.474,0.0,2.005,0.823,0.056,2.447,0.219,7.995,0.857,0.777,1.366,0.17,5.645,0.871,0.427,1.714,0.108,6.858,0.905,0.321
vwolanyk,Human,human,279,9,3.0,3,1.0,93.0,4.0,155.019,0.643,134.5,31.0,14.0,32.818,0.526,58.0,25.364,5.0,42.545,0.689,30.5,4.333,3.0,4.163,0.41,4.0,171.275,41.997,276.069,0.556,193.865,4.131,0.329,8.402,0.784,1.633,6.926,0.328,26.032,0.89,1.79,7.755,0.386,27.808,0.88,2.558
papanito,Human,human,17,1,4.0,1,0.25,4.25,3.5,3.594,0.397,4.25,17.0,17.0,0.0,0.0,0.0,1.889,1.0,1.167,0.301,2.0,1.0,1.0,0.0,0.0,0.0,73.105,0.0,151.312,0.565,0.262,182.197,75.238,262.748,0.624,127.214,132.22,74.801,202.071,0.665,115.133,,,0.0,0.0,
mojavelinux,Human,human,266,12,20.0,8,0.4,13.3,5.5,18.647,0.609,12.25,22.167,5.5,50.995,0.714,8.25,1.762,1.0,1.68,0.338,1.0,2.4,1.0,2.28,0.429,2.0,2.191,0.0,17.751,0.927,0.006,4.849,0.13,16.21,0.87,1.594,3.993,0.091,17.633,0.906,0.457,7.167,0.109,26.346,0.893,1.879
viktomas,Human,human,239,11,8.0,3,0.375,29.875,3.0,54.278,0.735,21.75,21.727,19.0,18.128,0.45,28.0,3.319,2.0,3.377,0.459,3.0,3.875,2.0,3.603,0.456,5.5,1.798,0.027,8.149,0.873,0.511,1.91,0.124,8.265,0.903,0.396,1.114,0.075,6.208,0.919,0.214,0.826,0.074,5.077,0.906,0.218
dmishunov,Human,human,176,10,8.0,4,0.5,22.0,4.5,43.349,0.723,13.5,17.6,10.5,17.283,0.499,24.5,4.293,2.0,6.835,0.573,3.0,3.375,3.0,2.2,0.338,3.25,14.725,0.002,62.137,0.879,0.921,5.896,0.453,15.353,0.843,2.08,4.797,0.171,26.696,0.918,0.77,2.424,0.104,8.97,0.888,0.59
ealcantara,Human,human,279,12,9.0,4,0.444,31.0,8.0,51.135,0.696,16.0,23.25,11.0,27.657,0.573,26.0,3.444,2.0,3.742,0.478,3.0,4.444,3.0,3.575,0.411,6.0,1.393,0.021,4.231,0.834,0.31,7.903,0.362,27.742,0.9,1.329,2.68,0.066,15.324,0.939,0.354,2.634,0.061,13.681,0.931,0.359
pedroms,Human,human,182,13,9.0,5,0.556,20.222,7.0,28.56,0.641,17.0,14.0,9.0,16.578,0.516,11.0,2.459,2.0,2.307,0.42,2.0,4.222,3.0,3.27,0.404,5.0,1.228,0.0,4.098,0.824,0.136,11.287,0.316,42.461,0.899,2.385,5.054,0.126,27.438,0.932,0.684,3.166,0.095,13.831,0.923,0.501
juhee.lee,Human,human,287,10,6.0,4,0.667,47.833,5.5,74.061,0.685,72.25,28.7,21.5,28.906,0.523,39.75,3.189,2.0,2.922,0.448,3.0,3.667,2.5,3.327,0.439,4.5,10.526,0.055,34.989,0.821,2.162,7.653,1.075,27.089,0.832,2.783,5.694,0.319,23.342,0.885,1.46,6.459,0.329,25.629,0.886,1.624
andrei.zubov,Human,human,244,12,8.0,5,0.625,30.5,16.5,37.653,0.603,44.0,20.333,16.0,24.937,0.558,26.5,4.0,2.0,4.644,0.483,3.0,4.125,2.5,4.016,0.473,4.75,9.433,0.112,34.591,0.857,1.314,9.692,0.947,19.81,0.791,6.029,4.761,0.154,19.91,0.91,0.574,5.024,0.14,21.549,0.914,0.767
dfrhodes,Human,human,54,7,5.0,3,0.6,10.8,2.0,13.882,0.585,17.0,7.714,3.0,6.873,0.434,12.0,4.5,2.0,4.815,0.509,4.75,3.0,1.0,2.828,0.427,4.0,110.193,0.867,309.356,0.807,32.174,54.341,26.363,59.543,0.568,85.886,36.228,0.045,103.048,0.866,21.589,34.879,0.048,111.961,0.888,7.745
ajjackson,Human,human,46,7,3.0,3,1.0,15.333,10.0,16.653,0.464,16.0,6.571,7.0,6.373,0.466,6.5,3.833,2.0,4.687,0.496,1.5,3.333,4.0,2.082,0.267,2.0,121.594,1.554,231.662,0.707,102.688,50.758,1.276,122.72,0.813,26.921,44.832,2.467,95.301,0.787,46.485,38.256,1.018,90.578,0.823,25.668
tpurcell90,Human,human,194,11,6.0,6,1.0,32.333,19.5,45.92,0.605,23.5,17.636,8.0,21.644,0.596,23.0,6.929,2.0,14.85,0.687,4.75,4.833,5.0,3.371,0.351,5.25,43.329,0.042,134.335,0.773,20.762,34.295,0.981,85.306,0.816,35.481,11.084,0.195,48.607,0.914,1.937,15.659,0.187,62.294,0.92,1.946
askhl,Human,human,191,10,7.0,6,0.857,27.286,5.0,32.725,0.583,50.5,19.1,22.5,14.948,0.415,24.5,5.306,3.0,7.348,0.555,4.25,4.143,3.0,3.185,0.394,5.0,4.341,0.194,8.934,0.731,2.397,9.318,1.864,14.684,0.696,11.57,2.539,0.109,7.828,0.882,0.603,2.826,0.113,8.283,0.877,0.619
yuzie007,Human,human,217,10,5.0,4,0.8,43.4,3.0,60.484,0.632,77.0,21.7,21.0,20.527,0.486,22.5,2.26,1.0,1.969,0.393,2.0,3.0,1.0,3.937,0.507,1.0,6.128,0.0,16.609,0.741,1.225,15.042,0.236,55.0,0.902,3.066,9.339,0.268,38.014,0.899,1.551,10.46,0.288,41.661,0.897,2.953
gilcu2,Human,human,12,3,2.0,2,1.0,6.0,6.0,7.071,0.417,5.0,4.0,1.0,5.196,0.5,4.5,6.0,6.0,7.071,0.417,5.0,1.5,1.5,0.707,0.167,0.5,729.012,729.012,1030.979,0.0,729.012,32.097,32.097,0.0,0.0,0.0,135.466,41.381,184.615,0.634,200.058,95.637,32.097,138.76,0.592,127.383
Fefe23,Human,human,10,3,1.0,1,1.0,10.0,10.0,0.0,0.0,0.0,3.333,2.0,3.215,0.4,3.0,10.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,147.011,147.011,0.0,0.0,0.0,,,0.0,0.0,,16.335,1.092,29.032,0.731,23.083,19.957,1.092,38.875,0.752,9.394
evorster,Human,human,9,2,2.0,2,1.0,4.5,4.5,3.536,0.278,2.5,4.5,4.5,0.707,0.056,0.5,3.0,1.0,3.464,0.444,3.0,1.5,1.5,0.707,0.167,0.5,7.636,0.0,13.225,0.0,11.454,300.423,300.423,274.825,0.323,194.33,77.969,4.887,172.229,0.809,35.552,247.736,247.736,349.336,0.499,247.018
jlo62,Human,human,109,9,2.0,2,1.0,54.5,54.5,68.589,0.445,48.5,12.111,3.0,17.517,0.64,10.0,36.333,6.0,56.924,0.618,50.5,6.0,6.0,2.828,0.167,2.0,680.82,1.595,1177.833,0.499,1020.432,23.212,23.212,24.522,0.374,17.34,19.342,1.919,43.534,0.801,16.805,11.694,1.052,27.685,0.815,8.368
jojo2357,Human,human,262,10,3.0,2,0.667,87.333,8.0,143.514,0.641,126.0,26.2,11.0,48.694,0.684,21.25,37.429,6.0,85.059,0.785,9.5,4.333,3.0,4.163,0.41,4.0,288.341,52.661,433.426,0.559,446.664,25.108,0.984,45.076,0.741,26.949,8.31,0.293,34.757,0.879,3.271,15.842,0.394,52.999,0.874,9.461
rsarangadharan,Human,human,257,8,6.0,4,0.667,42.833,15.0,53.158,0.561,51.25,32.125,20.5,32.485,0.507,44.0,4.431,3.0,4.5,0.458,3.0,5.167,6.0,1.835,0.167,1.5,4.243,0.036,12.535,0.867,0.607,2.817,0.253,6.438,0.808,1.307,1.589,0.038,6.616,0.919,0.236,1.319,0.032,6.356,0.927,0.153
kpaizee,Human,human,118,11,10.0,6,0.6,11.8,1.5,14.589,0.6,21.75,10.727,9.0,7.773,0.393,11.5,2.511,2.0,2.176,0.415,2.0,3.6,1.5,3.34,0.456,5.0,4.058,0.0,12.138,0.77,0.432,15.072,1.964,25.38,0.69,21.315,7.556,0.08,18.566,0.837,3.454,6.937,0.123,17.306,0.837,3.51
marcel.amirault,Human,human,211,11,8.0,6,0.75,26.375,2.5,66.571,0.816,3.5,19.182,12.0,20.292,0.531,26.5,8.792,1.5,14.022,0.686,6.25,2.75,1.5,3.059,0.455,2.0,8.63,0.0,22.547,0.741,1.45,0.762,0.12,1.843,0.771,0.422,1.07,0.077,5.423,0.902,0.235,1.188,0.06,6.048,0.914,0.227
siddharthkannan,Human,human,39,9,7.0,5,0.714,5.571,4.0,4.541,0.418,7.0,4.333,4.0,4.416,0.462,4.0,2.786,3.0,1.626,0.313,3.0,2.429,3.0,1.134,0.235,1.5,11.991,0.725,28.623,0.747,2.609,7.533,4.144,8.388,0.576,14.798,6.995,0.346,18.257,0.844,3.265,2.944,0.258,5.689,0.781,2.968
ngala,Human,human,280,11,9.0,7,0.778,31.111,4.0,74.267,0.791,6.0,25.455,14.0,25.113,0.509,49.0,4.667,2.0,7.476,0.574,4.25,3.444,2.0,3.432,0.473,4.0,11.132,0.196,33.797,0.798,3.593,5.741,0.63,15.455,0.828,1.694,3.608,0.231,12.581,0.876,1.23,2.291,0.219,7.017,0.844,1.139
emily.sahlani,Human,human,238,9,8.0,4,0.5,29.75,6.5,55.536,0.726,17.5,26.444,14.0,26.183,0.507,47.0,3.778,2.0,4.767,0.53,2.5,3.75,3.5,2.315,0.317,2.5,4.594,0.02,13.45,0.795,0.698,10.11,0.229,52.157,0.934,1.544,3.866,0.084,27.59,0.94,0.613,4.332,0.071,30.939,0.949,0.64
Alexand,Human,human,230,12,17.0,9,0.529,13.529,6.0,18.918,0.608,16.0,19.167,12.0,18.741,0.49,16.75,2.674,1.0,3.421,0.487,1.75,3.647,2.0,2.76,0.4,4.0,1.682,0.0,7.943,0.873,0.086,4.224,0.343,12.87,0.86,2.052,2.2,0.098,9.218,0.907,0.449,2.16,0.091,8.294,0.904,0.435
axil,Human,human,260,10,17.0,8,0.471,15.294,5.0,24.713,0.674,15.0,26.0,22.0,22.637,0.452,31.75,3.714,2.0,5.644,0.564,2.0,3.765,4.0,2.969,0.415,4.0,1.744,0.003,7.922,0.866,0.206,2.651,0.136,7.097,0.833,1.509,1.177,0.036,5.022,0.916,0.136,1.491,0.035,5.787,0.91,0.144
clemensbeck,Human,human,255,10,14.0,9,0.643,18.214,10.0,18.386,0.53,29.75,25.5,29.0,16.174,0.338,20.25,2.179,2.0,1.75,0.359,1.0,4.5,4.0,3.228,0.389,5.75,0.831,0.001,6.229,0.933,0.062,7.086,0.304,55.783,0.947,0.708,3.619,0.111,37.971,0.962,0.419,4.098,0.069,41.062,0.967,0.36
