contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
actions-user,train,Bot,0.099,0.463,0.084,0.076,0.093,0.0,0.24,0.047,0.0,0.107,,0.0,,,0.0,0.119,0.449,0.106,0.098,0.105,300,1.0,0.815,23.077,1.0,53.787,0.0,0.0,300.0,300.0,0.0,0.0,0.148,1.235,1.0,0.444,13,1,0.0,0.0,1.0,1.0,0.0,1.0
kcp-ci-bot,train,Bot,14.655,0.674,9.625,3.718,14.083,0.848,0.796,2.124,0.012,5.076,0.618,0.866,3.452,0.045,9.451,0.559,0.881,2.76,0.056,8.146,155,30.5,0.512,19.375,8.0,20.149,20.0,0.702,31.0,5.0,54.295,4.0,0.5,4.189,2.0,5.71,2,5,0.5,0.228,2.125,2.0,0.991,0.25
gulajavaministudio,train,Bot,0.001,0.992,6.856,0.0,83.937,0.0,0.523,0.001,0.0,0.005,7.69,0.881,111.808,0.009,334.807,0.001,0.992,6.686,0.001,82.888,202,4.0,0.218,5.771,6.0,2.302,49.0,0.323,67.333,100.0,56.58,0.0,0.024,1.025,1.0,0.158,5,3,0.0,0.026,2.057,2.0,0.236,0.143
abstractj,train,Human,32.465,0.685,27.097,13.645,39.378,11.659,0.742,35.992,0.001,85.352,24.558,0.76,28.005,0.54,48.001,0.591,0.886,10.651,0.072,31.293,188,3.5,0.765,18.8,2.0,38.418,8.5,0.669,17.091,4.0,28.275,3.25,0.674,5.875,2.0,11.62,5,11,2.0,0.396,2.5,1.5,2.068,0.5
bill-gray,train,Human,29.752,0.604,19.493,6.612,23.761,3.268,0.627,17.387,0.0,43.372,5.892,0.784,7.826,0.44,16.06,26.265,0.638,19.072,7.754,25.822,116,16.0,0.571,12.889,5.0,16.922,5.5,0.707,19.333,4.5,37.173,1.0,0.372,1.933,1.0,1.625,1,6,0.0,0.366,1.889,1.0,1.764,0.111
chipmuenk,train,Human,49.239,0.61,35.578,20.078,43.76,55.648,0.742,69.387,3.552,155.379,18.938,0.838,21.235,0.389,56.869,13.625,0.842,16.064,0.447,45.959,136,5.0,0.761,19.429,3.0,42.657,6.0,0.648,9.067,4.0,18.25,7.0,0.587,6.476,2.0,8.388,4,15,2.0,0.5,3.429,2.0,4.315,0.571
moodmosaic,train,Human,49.857,0.762,45.629,4.075,80.814,9.903,0.591,11.141,0.0,22.58,3.287,0.894,17.571,0.165,53.148,1.905,0.901,13.714,0.1,44.378,126,1.0,0.739,9.692,2.0,24.005,7.75,0.539,9.0,7.0,11.635,3.5,0.563,4.065,1.0,5.215,6,14,2.0,0.404,2.692,2.0,2.496,0.462
sozysozbot,train,Human,4.757,0.846,11.306,0.185,28.423,0.009,0.86,3.697,0.0,19.923,3.427,0.876,8.564,0.138,25.858,1.331,0.899,6.847,0.138,23.544,236,5.5,0.628,6.211,2.0,12.619,9.0,0.706,21.455,6.0,39.256,1.0,0.459,2.185,1.0,2.99,9,11,1.0,0.335,1.816,1.0,1.373,0.237
ovh-ux-cds,train,Bot,,0.0,,,0.0,0.0,0.0,1034.869,1034.869,0.0,0.265,0.931,3.488,0.005,18.2,0.361,0.915,4.423,0.007,19.136,235,0.0,0.0,235.0,235.0,0.0,38.75,0.231,58.75,65.5,29.353,0.0,0.0,235.0,235.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
alexkuhn,train,Human,0.412,0.941,2.527,0.066,17.711,0.205,0.88,1.443,0.0,7.914,0.497,0.933,2.648,0.093,16.02,0.27,0.938,1.685,0.077,12.612,261,20.5,0.079,130.5,130.5,28.991,35.0,0.434,32.625,26.5,27.474,2.0,0.425,2.351,1.0,2.415,2,8,1.0,0.125,4.0,4.0,1.414,1.0
gsmet,train,Human,0.19,0.896,0.801,0.034,3.034,0.125,0.929,3.444,0.0,23.055,0.155,0.928,0.979,0.022,4.531,0.134,0.952,1.44,0.03,9.639,198,5.0,0.757,15.231,3.0,36.711,14.0,0.354,15.231,16.0,9.918,2.0,0.504,2.955,1.0,3.548,8,13,2.0,0.354,2.538,2.0,1.941,0.615
dlib-issue-bot,train,Bot,,0.0,,,0.0,0.0,0.0,1776.998,1776.998,0.0,90.0,0.702,86.722,23.999,141.824,84.0,0.725,77.261,23.998,130.986,24,0.0,0.0,24.0,24.0,0.0,5.0,0.292,6.0,5.0,3.83,0.0,0.0,24.0,24.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
rzpcibot,train,Bot,33.295,0.495,42.083,18.256,52.235,516.978,0.655,379.211,48.274,560.152,3.684,0.854,9.434,0.222,23.89,4.826,0.841,11.159,0.227,26.795,186,86.0,0.462,93.0,93.0,121.622,44.0,0.28,46.5,43.0,28.384,22.0,0.662,37.2,7.0,61.536,1,4,0.5,0.071,3.5,3.5,0.707,0.5
staxly[bot],train,Bot,,0.0,,,0.0,0.0,0.0,1296.679,1296.679,0.0,,0.0,,,0.0,0.0,0.977,5.815,0.0,38.02,224,0.0,0.0,224.0,224.0,0.0,0.0,0.0,224.0,224.0,0.0,0.0,0.0,224.0,224.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
whoahbot,train,Human,91.009,0.438,80.443,49.749,73.909,1.783,0.745,41.175,0.078,99.643,117.113,0.589,59.239,24.897,69.924,66.261,0.713,40.579,1.166,62.068,17,3.75,0.544,4.25,1.5,5.852,3.0,0.37,2.429,1.0,1.902,1.75,0.363,2.833,2.5,2.229,2,7,1.5,0.312,2.0,1.5,1.414,0.5
dkoo,train,Human,1.79,0.883,6.856,0.105,20.041,0.093,0.924,6.7,0.0,43.389,0.842,0.916,7.646,0.089,35.327,0.557,0.927,5.864,0.068,30.005,231,24.0,0.645,21.0,6.0,30.341,16.0,0.349,25.667,28.0,17.037,1.0,0.441,2.31,1.0,2.802,1,9,4.5,0.33,4.455,4.0,2.734,0.091
soranjh,train,Human,0.73,0.927,29.093,0.502,119.939,2.983,0.731,9.298,0.704,19.853,0.477,0.962,9.416,0.122,63.618,0.124,0.975,3.236,0.032,35.165,253,106.0,0.559,84.333,31.0,115.626,26.5,0.725,36.143,3.0,68.123,7.25,0.695,11.5,4.0,20.154,2,7,3.0,0.308,4.333,5.0,3.055,0.667
knative-prow-robot,train,Bot,22.818,0.796,18.27,0.519,36.03,0.0,0.904,3.163,0.0,16.835,0.009,0.938,3.756,0.001,16.88,3.472,0.84,12.981,0.002,31.529,168,8.75,0.611,8.4,3.0,12.18,31.5,0.25,56.0,35.0,36.373,1.0,0.254,1.647,1.0,0.897,3,3,1.0,0.171,1.4,1.0,0.503,0.15
philippfromme,train,Human,3.54,0.864,12.656,0.722,41.456,0.502,0.774,7.84,0.0,23.288,2.71,0.882,10.082,0.271,34.044,2.155,0.886,7.852,0.29,28.608,203,5.0,0.635,11.278,3.5,20.699,14.25,0.561,12.688,8.5,16.796,2.0,0.453,2.603,1.0,2.62,4,16,3.5,0.411,3.611,2.0,2.973,0.222
drstrangelooker,train,Human,23.146,0.714,20.675,2.886,33.806,0.448,0.845,2.459,0.01,9.111,0.356,0.911,5.839,0.032,19.921,0.383,0.909,5.817,0.035,19.452,244,2.5,0.737,9.037,2.0,18.855,24.5,0.519,16.267,9.0,16.1,3.0,0.55,3.935,2.0,4.958,6,15,1.5,0.462,2.556,1.0,2.764,0.222
bbpbuildbot,train,Bot,2.691,0.661,3.946,1.408,5.655,32.154,0.7,40.52,0.947,81.976,,0.0,,,0.0,2.322,0.742,4.002,1.061,7.971,300,130.0,0.433,150.0,150.0,183.848,0.0,0.0,300.0,300.0,0.0,11.0,0.708,11.111,2.0,20.34,2,1,0.0,0.0,1.0,1.0,0.0,1.0
bot-man-jl,train,Human,,0.0,,,0.0,0.0,0.0,643.407,643.407,0.0,,0.0,,,0.0,267.395,0.504,160.852,141.886,175.214,5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
grape-bot,train,Bot,58.04,0.631,98.916,28.365,138.028,105.404,0.463,105.595,0.0,201.164,,0.0,,,0.0,131.007,0.537,121.637,81.042,126.366,17,1.5,0.088,8.5,8.5,2.121,0.0,0.0,17.0,17.0,0.0,1.0,0.288,1.7,1.0,1.059,2,1,0.0,0.0,1.0,1.0,0.0,1.0
sjkp,train,Human,37.117,0.693,26.157,7.101,39.686,0.17,0.871,5.406,0.001,20.819,23.742,0.759,21.468,0.996,38.135,14.413,0.815,15.7,0.483,33.102,128,0.0,0.753,5.818,1.0,15.161,15.0,0.674,14.222,4.0,24.217,1.25,0.333,2.0,1.5,1.403,19,9,0.0,0.26,1.409,1.0,1.182,0.864
origamiserviceuser,train,Bot,51.649,0.597,45.881,16.114,59.388,2.779,0.795,112.233,0.217,252.981,2.277,0.898,23.821,0.001,73.017,1.479,0.908,21.167,0.001,69.141,81,24.25,0.651,20.25,6.0,32.18,9.5,0.298,10.125,11.5,5.793,3.5,0.559,7.364,3.0,9.739,1,8,4.0,0.333,3.0,3.0,2.309,0.25
thrownullexception,train,Human,182.812,0.401,202.719,128.4,193.812,703.175,0.065,375.835,327.34,441.144,287.836,0.478,205.356,195.839,183.517,307.84,0.576,162.423,82.536,179.146,14,5.5,0.524,4.667,1.0,6.351,1.0,0.257,2.8,3.0,1.483,4.0,0.429,3.5,2.5,3.317,3,5,2.0,0.381,2.333,1.0,2.309,1.0
mattmezza,train,Human,220.713,0.674,122.679,41.822,182.128,0.0,0.0,0.0,0.0,0.0,357.598,0.544,241.712,178.641,282.3,220.713,0.674,122.679,41.822,182.128,14,0.0,0.066,1.077,1.0,0.277,5.0,0.357,7.0,7.0,7.071,0.0,0.0,1.0,1.0,0.0,12,2,0.0,0.0,1.0,1.0,0.0,0.923
paketo-bot,train,Bot,0.007,0.956,0.091,0.003,0.761,0.0,0.926,0.003,0.0,0.032,0.006,0.965,0.101,0.002,0.809,0.006,0.96,0.07,0.002,0.656,222,5.0,0.397,3.828,4.0,3.589,10.25,0.226,27.75,26.0,12.736,1.0,0.188,1.345,1.0,0.591,3,8,4.0,0.355,3.276,4.0,2.175,0.052
github-actions[bot],train,Bot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,0.0,0.013,1.014,1.0,0.143,75.0,0.733,74.0,3.0,143.346,0.0,0.0,1.0,1.0,0.0,226,4,0.0,0.0,1.0,1.0,0.0,0.774
gnrunge,train,Bot,,0.0,,,0.0,0.0,0.0,2187.184,2187.184,0.0,,0.0,,,0.0,49.717,0.663,39.057,16.675,54.565,57,0.0,0.0,57.0,57.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,57.0,57.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
cristianadam,train,Human,,0.0,,,0.0,0.0,0.0,210.251,210.251,0.0,0.418,0.813,1.089,0.208,3.323,0.334,0.811,0.703,0.166,2.547,300,0.0,0.0,300.0,300.0,0.0,70.0,0.311,100.0,140.0,78.102,0.0,0.0,300.0,300.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
dfinity-bot,train,Bot,40.34,0.413,33.683,29.651,25.574,186.008,0.608,94.423,4.09,141.603,24.198,0.759,19.428,0.001,34.384,24.198,0.777,20.572,0.001,38.524,99,39.5,0.532,33.0,8.0,45.044,9.5,0.128,33.0,32.0,9.539,6.0,0.561,6.188,2.0,7.512,1,3,1.0,0.222,2.0,2.0,1.0,0.333
uglyrobot,train,Human,93.219,0.544,103.858,86.201,138.75,6.984,0.631,37.586,0.0,94.412,94.492,0.574,106.595,79.709,148.797,97.095,0.747,61.693,0.952,115.457,36,1.25,0.519,3.0,1.0,3.814,3.75,0.648,6.0,1.0,10.0,1.25,0.438,2.25,1.0,2.463,8,6,0.25,0.15,1.25,1.0,0.452,0.667
anaisbetts,train,Human,37.257,0.687,29.887,13.137,46.73,0.141,0.791,0.692,0.0,2.919,4.256,0.858,12.8,0.07,34.821,2.709,0.863,11.552,0.112,31.966,144,5.25,0.597,4.8,2.0,7.654,7.25,0.57,9.0,3.5,12.987,2.0,0.496,2.618,1.0,3.808,14,16,3.0,0.383,2.5,2.0,1.907,0.467
jongilmore,train,Human,218.113,0.661,170.191,70.024,248.948,0.0,0.0,4.863,0.0,12.866,245.171,0.687,176.53,1.555,277.79,191.055,0.686,150.741,34.041,233.01,8,0.75,0.167,1.333,1.0,0.516,1.0,0.15,1.6,2.0,0.548,0.0,0.107,1.143,1.0,0.378,5,5,0.0,0.119,1.167,1.0,0.408,0.833
ravendb-bot,train,Bot,,0.0,,,0.0,0.0,0.0,1522.678,1522.678,0.0,1.745,0.789,106.419,0.297,205.412,2.641,0.864,60.907,0.297,154.23,26,0.0,0.0,26.0,26.0,0.0,3.0,0.154,8.667,8.0,3.055,0.0,0.0,26.0,26.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
jsafrane,train,Human,0.791,0.923,3.943,0.164,24.446,0.002,0.732,0.07,0.0,0.293,0.757,0.933,4.96,0.195,32.38,0.402,0.939,2.596,0.075,19.727,270,5.0,0.56,5.745,3.0,7.798,9.75,0.739,27.0,5.5,55.54,1.0,0.296,1.543,1.0,1.363,5,10,1.0,0.29,1.638,1.0,1.031,0.106
cjus,train,Human,19.242,0.825,32.31,1.003,77.022,4.329,0.868,48.744,0.069,150.247,4.177,0.863,11.337,0.122,34.276,3.263,0.879,10.945,0.246,35.916,198,30.0,0.635,28.286,11.0,41.019,13.75,0.53,16.5,12.0,21.749,1.5,0.669,7.333,2.0,12.667,2,12,2.0,0.286,3.571,3.0,2.225,0.286
addonsbot,train,Bot,0.546,0.865,2.189,0.058,5.629,0.021,0.818,8.034,0.0,40.834,,0.0,,,0.0,1.393,0.869,3.788,0.178,12.177,300,84.0,0.373,100.0,44.0,96.995,0.0,0.0,300.0,300.0,0.0,0.5,0.568,2.703,1.0,5.448,1,1,0.0,0.0,1.0,1.0,0.0,0.333
fundamental-bot,train,Bot,18.43,0.752,19.109,2.819,35.252,74.09,0.698,37.375,0.518,60.718,2.232,0.861,9.876,0.001,28.93,3.413,0.847,10.601,0.112,28.903,207,21.5,0.104,103.5,103.5,30.406,41.5,0.267,69.0,94.0,46.808,2.0,0.439,5.308,4.0,5.048,1,3,0.5,0.1,2.5,2.5,0.707,0.5
codearoni,train,Human,430.174,0.445,333.975,221.97,300.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.701,101.701,0.0,430.174,0.445,333.975,221.97,300.494,7,0.0,0.0,1.0,1.0,0.0,2.5,0.357,3.5,3.5,3.536,0.0,0.0,1.0,1.0,0.0,7,2,0.0,0.0,1.0,1.0,0.0,1.0
zeroxbt,train,Human,34.001,0.173,87.187,100.152,35.807,191.456,0.0,191.456,0.0,382.912,34.001,0.211,80.705,80.705,48.084,93.102,0.612,73.385,46.099,94.991,15,6.0,0.533,5.0,1.0,6.928,6.5,0.433,7.5,7.5,9.192,2.75,0.55,3.75,1.0,5.5,2,2,0.0,0.0,1.0,1.0,0.0,0.667
kara,train,Human,,0.0,,,0.0,0.0,0.0,358.59,358.59,0.0,12.48,0.835,51.211,0.455,124.548,0.003,0.98,6.078,0.001,43.401,60,0.0,0.0,60.0,60.0,0.0,17.0,0.607,12.0,2.0,16.233,0.0,0.0,60.0,60.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
sourcegraph-buildkite,train,Bot,0.274,0.928,19.923,0.054,70.932,0.001,0.932,0.034,0.0,0.184,0.035,0.952,11.031,0.001,55.845,0.038,0.964,7.968,0.001,45.744,264,31.5,0.255,37.714,50.0,19.465,43.5,0.419,66.0,54.0,60.536,3.0,0.331,2.491,2.0,1.587,1,4,0.0,0.043,2.857,3.0,0.378,0.143
guidesbot,train,Bot,,0.0,,,0.0,0.0,0.0,862.83,862.83,0.0,0.068,0.979,1.037,0.001,11.089,0.07,0.987,4.336,0.006,47.537,200,0.0,0.0,200.0,200.0,0.0,36.0,0.24,66.667,72.0,36.295,0.0,0.0,200.0,200.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
limesurvey-translations,train,Bot,,0.0,,,0.0,0.0,0.0,1679.134,1679.134,0.0,13.541,0.413,16.406,16.406,19.15,55.627,0.791,83.957,1.328,160.784,21,0.0,0.0,21.0,21.0,0.0,9.5,0.452,10.5,10.5,13.435,0.0,0.0,21.0,21.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
arekbalysnordic,train,Human,0.848,0.915,5.967,0.189,28.774,0.099,0.873,1.378,0.0,6.926,0.683,0.927,4.582,0.11,25.362,0.652,0.925,3.942,0.106,21.731,251,26.25,0.637,20.917,5.5,29.534,14.5,0.295,35.857,28.0,23.892,1.0,0.343,1.859,1.0,1.671,6,7,2.25,0.316,2.75,2.0,1.658,0.5
matthewrmshin,train,Human,79.462,0.739,104.128,18.607,175.182,0.635,0.739,9.067,0.0,28.017,27.301,0.836,54.7,0.498,130.954,25.008,0.859,45.953,0.119,120.668,48,4.0,0.574,5.333,3.0,7.399,4.0,0.41,4.0,2.0,3.303,2.0,0.458,2.4,1.0,3.016,7,12,2.0,0.48,2.778,1.0,3.27,0.778
trilinos-autotester,train,Bot,0.0,0.167,0.0,0.0,0.0,163.734,0.272,141.422,96.8,168.232,0.003,0.915,0.623,0.002,2.259,1.322,0.789,1.489,0.129,3.065,286,142.0,0.497,143.0,143.0,200.818,6.0,0.761,57.2,5.0,118.99,89.0,0.415,95.333,106.0,89.478,2,5,2.0,0.333,3.0,3.0,2.828,1.0
marvin-robot,train,Bot,13.745,0.595,8.411,2.895,10.474,5.995,0.687,6.357,0.0,17.038,5.987,0.719,5.752,1.99,9.188,5.997,0.75,6.207,0.026,11.32,190,14.0,0.211,47.5,45.5,21.764,16.5,0.189,31.667,33.0,11.944,3.0,0.406,2.375,1.0,2.015,1,6,1.25,0.135,3.25,3.5,0.957,0.25
mattip,train,Human,1.934,0.8,2.297,0.137,4.837,0.018,0.821,0.397,0.0,1.763,0.793,0.835,1.548,0.091,3.805,0.723,0.843,1.522,0.078,3.894,249,4.0,0.697,12.45,3.5,23.327,21.5,0.571,22.636,10.0,28.828,1.0,0.358,1.766,1.0,1.739,13,11,2.0,0.375,2.4,2.0,2.01,0.65
bors,train,Bot,0.02,0.831,0.074,0.001,0.192,0.454,0.471,0.436,0.0,0.798,0.02,0.845,0.071,0.001,0.188,0.273,0.697,0.193,0.02,0.334,210,66.0,0.314,105.0,105.0,93.338,34.0,0.429,52.5,41.0,50.03,2.5,0.47,2.658,1.0,2.745,2,4,1.5,0.3,2.5,2.5,2.121,1.0
kubevirt-bot,train,Bot,0.101,0.63,0.11,0.054,0.187,0.0,0.659,0.038,0.0,0.138,0.092,0.637,0.09,0.044,0.147,0.114,0.637,0.104,0.049,0.171,189,7.75,0.703,8.591,1.5,15.921,36.75,0.632,31.5,10.5,44.85,0.0,0.244,1.421,1.0,0.915,4,6,1.0,0.305,1.818,1.0,1.22,0.182
technicalpickles,train,Human,69.773,0.607,45.175,21.605,53.231,0.044,0.71,0.671,0.0,2.623,64.25,0.727,32.081,1.709,49.959,51.559,0.751,27.916,1.559,46.718,70,1.0,0.471,2.258,1.0,3.055,5.5,0.441,5.0,4.5,4.224,0.5,0.328,1.628,1.0,1.574,22,14,0.5,0.331,1.645,1.0,1.518,0.71
azclibot,train,Bot,8.815,0.814,7.142,0.016,15.436,0.01,0.917,0.285,0.0,1.946,0.77,0.874,4.686,0.02,12.801,0.547,0.875,4.562,0.018,12.601,299,76.5,0.617,37.375,9.0,47.791,83.5,0.457,49.833,50.5,45.464,1.0,0.297,1.625,1.0,1.601,5,6,1.5,0.325,1.875,1.0,1.356,0.625
libertybot,train,Bot,19.861,0.139,71.203,71.203,28.088,996.903,0.656,674.953,31.039,1142.272,51.34,0.656,28.482,0.004,41.45,119.516,0.561,63.743,47.7,66.119,35,10.5,0.3,17.5,17.5,14.849,3.0,0.651,7.0,1.0,11.811,12.0,0.457,11.667,7.0,12.662,1,5,1.5,0.3,2.5,2.5,2.121,0.5
mister-roboto,train,Bot,4.696,0.856,6.99,0.275,19.984,0.0,0.823,0.75,0.0,3.719,9.502,0.746,9.229,2.009,19.617,0.777,0.904,4.067,0.005,15.015,300,1.0,0.708,3.947,1.0,19.275,19.0,0.063,150.0,150.0,26.87,0.0,0.416,1.899,1.0,2.822,1,2,0.0,0.0,1.0,1.0,0.0,0.013
localstack-bot,train,Bot,1.585,0.812,1.234,0.012,3.031,13.92,0.715,31.974,0.001,61.369,4.832,0.743,4.59,0.731,7.976,5.43,0.742,5.167,0.999,9.119,200,57.0,0.635,50.0,16.0,77.434,21.5,0.46,20.0,18.0,18.215,2.0,0.621,6.452,2.0,9.691,1,10,3.0,0.389,4.5,3.5,3.873,0.25
metadaddy,train,Human,20.965,0.796,19.594,1.051,39.82,0.085,0.897,1.97,0.0,13.385,2.67,0.859,13.697,0.239,35.054,2.914,0.859,12.855,0.271,33.297,132,4.0,0.443,4.0,3.0,3.857,7.0,0.483,10.154,7.0,10.991,1.0,0.302,1.671,1.0,1.129,16,13,2.0,0.341,2.152,2.0,1.439,0.485
armbianworker,train,Bot,11.094,0.664,6.585,1.795,8.918,1.225,0.86,26.233,0.01,110.455,4.92,0.787,4.056,0.054,7.591,12.288,0.679,7.131,1.022,9.89,290,27.25,0.633,36.25,11.5,59.418,11.5,0.752,26.364,4.0,55.692,3.0,0.607,4.603,2.0,8.171,3,11,3.5,0.375,3.75,3.0,2.765,0.375
yarnbot,train,Bot,,0.0,,,0.0,0.0,0.0,1755.514,1755.514,0.0,89.733,0.755,56.467,0.427,94.884,85.274,0.737,47.446,0.814,81.114,38,0.0,0.0,38.0,38.0,0.0,4.0,0.168,7.6,6.0,2.702,0.0,0.0,38.0,38.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
yannickjadoul,train,Human,12.702,0.876,67.38,3.288,195.096,18.827,0.67,65.812,0.869,136.238,0.742,0.93,21.09,0.104,87.834,0.586,0.939,16.25,0.127,75.088,128,38.0,0.578,32.0,14.0,43.696,7.0,0.529,9.846,7.0,13.063,4.75,0.697,8.0,2.0,15.967,4,13,4.25,0.27,6.25,5.5,3.594,1.0
pjbot,train,Bot,12.328,0.498,9.675,7.181,9.715,45.0,0.752,70.272,10.558,192.987,5.365,0.703,3.091,0.014,4.957,9.226,0.667,6.674,2.209,9.545,299,117.5,0.393,149.5,149.5,166.17,2.0,0.781,59.8,2.0,129.806,8.0,0.696,11.96,3.0,24.322,1,5,2.0,0.333,3.0,3.0,2.828,0.5
rixx,train,Human,13.209,0.792,13.178,1.054,27.728,0.272,0.83,3.205,0.0,11.868,0.883,0.911,5.091,0.016,17.574,1.01,0.894,5.661,0.085,18.225,236,3.0,0.744,9.077,2.0,22.082,23.0,0.644,21.455,11.0,34.407,2.0,0.484,2.878,1.0,3.175,9,11,1.0,0.356,1.769,1.0,1.728,0.346
charris,train,Human,0.492,0.852,2.226,0.033,5.241,0.896,0.831,9.011,0.0,40.691,1.539,0.85,3.487,0.04,8.532,1.072,0.869,3.207,0.046,8.628,193,21.0,0.759,32.167,1.0,63.619,12.0,0.462,16.083,11.5,14.538,1.0,0.623,3.509,1.0,7.157,4,12,1.5,0.5,2.833,1.0,3.601,0.667
biocontainers-bot,train,Bot,0.0,0.0,0.561,0.561,0.0,179.347,0.5,179.348,179.348,253.635,0.28,0.499,0.281,0.281,0.396,0.561,0.666,71.851,0.001,160.351,6,1.0,0.167,3.0,3.0,1.414,1.5,0.333,2.0,1.0,1.732,1.0,0.167,3.0,3.0,1.414,2,3,0.5,0.167,1.5,1.5,0.707,1.0
insertish,train,Human,7.967,0.649,4.236,1.254,5.378,2.32,0.844,6.532,0.0,29.28,1.129,0.799,2.09,0.026,4.197,1.877,0.754,3.523,0.616,6.348,281,8.5,0.75,12.217,2.0,27.509,7.5,0.756,25.545,5.0,63.012,2.0,0.48,3.054,2.0,4.303,11,11,1.0,0.375,1.913,1.0,1.782,0.478
files-opensource-bot,train,Bot,0.045,0.957,4.916,0.013,29.441,0.0,0.97,0.371,0.0,3.958,0.023,0.968,2.752,0.001,22.697,0.03,0.965,2.671,0.002,21.199,300,5.0,0.205,25.0,23.0,10.523,57.0,0.253,100.0,128.0,61.944,0.0,0.154,1.974,2.0,0.63,1,3,0.0,0.103,2.083,2.0,0.515,0.083
handsomematt,train,Human,20.281,0.529,20.944,14.571,21.782,9.713,0.688,40.739,0.0,128.308,21.696,0.671,18.422,6.466,26.595,20.359,0.735,14.349,1.678,24.374,150,0.0,0.829,8.333,1.0,30.615,38.5,0.638,21.429,2.0,30.193,1.5,0.661,4.286,1.0,8.383,17,7,0.0,0.157,1.222,1.0,0.548,0.944
jit-ci[bot],train,Bot,14.333,0.617,15.981,7.709,21.219,0.037,0.879,0.556,0.028,2.062,2.205,0.883,5.215,0.004,15.046,0.02,0.931,2.354,0.001,9.676,219,6.5,0.404,8.111,6.0,6.733,25.0,0.542,43.8,14.0,57.712,8.5,0.398,6.844,6.0,5.042,26,5,2.0,0.313,1.778,1.0,1.188,0.963
mjtalbot,train,Human,30.593,0.532,28.401,22.581,31.852,560.859,0.544,317.211,10.211,499.761,31.265,0.709,26.375,2.869,41.28,93.531,0.679,63.915,21.162,93.948,33,8.25,0.508,8.25,5.0,9.5,3.0,0.54,5.5,2.0,7.314,6.25,0.429,5.5,5.0,4.722,2,6,1.25,0.194,2.25,2.5,0.957,0.5
k8s-ci-robot,train,Bot,0.025,0.578,0.017,0.007,0.022,0.002,0.705,0.005,0.0,0.017,0.018,0.649,0.015,0.005,0.023,0.012,0.665,0.012,0.004,0.019,135,2.25,0.531,4.821,2.5,6.435,11.5,0.732,19.286,3.0,37.152,1.0,0.377,1.849,1.0,2.093,4,7,1.0,0.226,1.679,2.0,0.772,0.143
alibuild,train,Bot,0.349,0.846,0.528,0.003,1.459,0.0,0.909,0.041,0.0,0.255,0.242,0.816,0.322,0.001,0.744,0.214,0.87,0.39,0.001,1.235,294,23.0,0.621,11.76,3.0,15.169,40.0,0.407,36.75,22.5,30.321,1.0,0.206,1.455,1.0,0.67,16,8,2.0,0.317,2.08,2.0,1.288,0.64
untitaker,train,Human,2.738,0.814,6.159,0.576,13.29,0.136,0.838,0.656,0.0,2.598,0.627,0.893,2.896,0.102,9.225,0.597,0.896,2.763,0.105,9.028,243,1.0,0.794,9.346,1.0,23.993,17.0,0.368,18.692,22.0,13.168,2.0,0.421,2.455,2.0,2.524,16,13,1.0,0.459,2.231,1.0,2.717,0.615
testcafe-build-bot,train,Bot,,0.0,,,0.0,0.0,0.0,1821.096,1821.096,0.0,,0.0,,,0.0,185.946,0.503,364.219,289.183,407.277,6,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
niveristand-diff-bot,train,Bot,,0.0,,,0.0,0.0,0.0,188.469,188.469,0.0,,0.0,,,0.0,0.0,0.985,0.63,0.0,5.524,300,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
